"Latitude","Longitude","AQI","Date.Local","Local.Site.Name","Address","State.Name","County.Name","City.Name","Conc","Zone","x.coord","y.coord","Sqrt_Conc","Sqrt_AQI"
39.76168,-121.84047,60,"2016-01-01","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",2.12295,10,599321.609747591,4401949.42741385,1.45703465984856,7.74596669241483
39.18919,-121.99887,17,"2016-01-01","Colusa-Sunrise Blvd","100 SUNRISE BLVD., COLUSA","California","Colusa","Colusa",1.6745,10,586459.165362198,4338248.86294064,1.29402472928457,4.12310562561766
40.77678,-124.17949,60,"2016-01-01","Jacobs","717 SOUTH AVENUE","California","Humboldt","Eureka",2.96821,10,400468.131605025,4514647.15912931,1.72284938401475,7.74596669241483
40.71528,-124.20139,6,"2016-01-01","Humboldt Hill","170 meters SE of Donna Dr. & Humboldt Hill Rd., Eureka, CA","California","Humboldt","Not in a city",2.45,10,398526.599984105,4507845.23384825,1.56524758424985,2.44948974278318
39.0327,-122.92229,6,"2016-01-01","Lakeport-Lakeport Blvd.","905 LAKEPORT BLVD., LAKEPORT","California","Lake","Lakeport",1.50086,10,506725.947181897,4320408.22002866,1.2250959146124,2.44948974278318
36.953256,-120.034203,95,"2016-01-01","Madera-City","28261 Avenue 14 Madera CA 93638","California","Madera","Madera",9.31699,10,764079.379357311,4093797.84187987,3.052374485544,9.74679434480896
37.30832,-120.480456,86,"2016-01-01","Merced-M Street","2334 'M' ST. MERCED, CA","California","Merced","Merced",18.4071,10,723289.972118263,4132052.9734521,4.29034963610193,9.2736184954957
36.694261,-121.623271,70,"2016-01-01","Salinas 3","867 E. LAUREL Dr","California","Monterey","Salinas",9.38241,10,622988.053492533,4061839.65786739,3.06307198740088,8.36660026534076
39.233477,-121.055608,19,"2016-01-01","Grass Valley-Litton Building","200 LITTON DR.,  GRASS VALLEY, CA","California","Nevada","Grass Valley",1.70965,10,667820.090884225,4344487.72012818,1.30753585036893,4.35889894354067
39.32783,-120.184592,40,"2016-01-01","Truckee-Fire Station","FS-10049 DONNER PASS RD, TRUCKEE","California","Nevada","Truckee",1.75644,10,742681.540213183,4356937.68902572,1.32530751148554,6.32455532033676
38.74643,-121.26498,68,"2016-01-01","Roseville-N Sunrise Ave"," 151 NO SUNRISE BLVD, ROSEVILLE, CA","California","Placer","Roseville",13.8907,10,650778.2329904,4290067.32619088,3.72702294063238,8.24621125123532
38.74643,-121.26498,68,"2016-01-01","Roseville-N Sunrise Ave"," 151 NO SUNRISE BLVD, ROSEVILLE, CA","California","Placer","Roseville",13.8907,10,650778.2329904,4290067.32619088,3.72702294063238,8.24621125123532
39.939567,-120.944376,51,"2016-01-01","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",1.39532,10,675628.73579863,4423072.84655483,1.18123664013609,7.14142842854285
39.81336,-120.47069,39,"2016-01-01","Portola","420 Gulling Street, Portola, CA 96122","California","Plumas","Portola",1.64614,10,716500.607730402,4410103.17027321,1.28301987513834,6.2449979983984
39.81336,-120.47069,38,"2016-01-01","Portola","420 Gulling Street, Portola, CA 96122","California","Plumas","Portola",1.64614,10,716500.607730402,4410103.17027321,1.28301987513834,6.16441400296898
38.613779,-121.368014,81,"2016-01-01","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",11.9936,10,642085.859705504,4275181.66998176,3.46317773150614,9
38.613779,-121.368014,82,"2016-01-01","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",11.9936,10,642085.859705504,4275181.66998176,3.46317773150614,9.05538513813742
38.56844,-121.49311,30,"2016-01-01","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","California","Sacramento","Sacramento",8.77542,10,631276.580587711,4269964.07916902,2.96233353962716,5.47722557505166
38.556326,-121.458499,57,"2016-01-01","Sacramento Health Department-Stockton Blvd.","HLTH CTR-2221 STOCKTON BLVD, SACRAMENTO","California","Sacramento","Sacramento",8.77542,10,634314.519536776,4268669.78944965,2.96233353962716,7.54983443527075
37.348497,-121.894898,73,"2016-01-01","San Jose - Jackson","158B JACKSON ST","California","Santa Clara","San Jose",17.2843,10,597878.676765947,4134106.09860296,4.15743911560951,8.54400374531753
40.55013,-122.38092,8,"2016-01-01","Redding - Health Department","HLTH CTR-2630 BRESLAUER WAY, REDDING","California","Shasta","Redding",3.81538,10,552418.128644166,4489003.28639604,1.9532997721804,2.82842712474619
41.726892,-122.633579,13,"2016-01-01","Yreka","530 FOOTHILL DR., YREKA","California","Siskiyou","Yreka",1.79461,10,530475.552102494,4619518.94104077,1.33963054608351,3.60555127546399
37.642165,-120.994212,51,"2016-01-01","Modesto-14th Street","814 14TH ST., MODESTO","California","Stanislaus","Modesto",13.5407,10,676964.350007678,4168005.89209749,3.6797690144899,7.14142842854285
39.138773,-121.618549,32,"2016-01-01","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",8.88414,10,619390.621721222,4333085.14464686,2.98062745072241,5.65685424949238
38.66121,-121.73269,33,"2016-01-01","Woodland-Gibson Road","41929 E. GIBSON ROAD, WOODLAND","California","Yolo","Woodland",3.49582,10,610261.987341774,4279943.64964958,1.86971120764679,5.74456264653803
39.76168,-121.84047,55,"2016-01-02","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",8.20551,10,599321.609747591,4401949.42741385,2.86452613882296,7.41619848709566
39.32783,-120.184592,60,"2016-01-02","Truckee-Fire Station","FS-10049 DONNER PASS RD, TRUCKEE","California","Nevada","Truckee",2.11942,10,742681.540213183,4356937.68902572,1.45582279141385,7.74596669241483
39.939567,-120.944376,56,"2016-01-02","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",2.35531,10,675628.73579863,4423072.84655483,1.53470192545654,7.48331477354788
38.613779,-121.368014,60,"2016-01-02","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",15.8175,10,642085.859705504,4275181.66998176,3.97712207506886,7.74596669241483
39.138773,-121.618549,44,"2016-01-02","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",10.6963,10,619390.621721222,4333085.14464686,3.27051983635629,6.6332495807108
39.76168,-121.84047,66,"2016-01-03","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",9.13691,10,599321.609747591,4401949.42741385,3.02273220778818,8.12403840463596
39.32783,-120.184592,60,"2016-01-03","Truckee-Fire Station","FS-10049 DONNER PASS RD, TRUCKEE","California","Nevada","Truckee",2.8024,10,742681.540213183,4356937.68902572,1.67403703662733,7.74596669241483
39.939567,-120.944376,81,"2016-01-03","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",2.86926,10,675628.73579863,4423072.84655483,1.69388901643526,9
38.613779,-121.368014,66,"2016-01-03","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",20.822,10,642085.859705504,4275181.66998176,4.56311297252216,8.12403840463596
39.138773,-121.618549,50,"2016-01-03","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",13.4443,10,619390.621721222,4333085.14464686,3.66664696964406,7.07106781186548
39.76168,-121.84047,82,"2016-01-04","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",6.82488,10,599321.609747591,4401949.42741385,2.6124471286516,9.05538513813742
40.77678,-124.17949,17,"2016-01-04","Jacobs","717 SOUTH AVENUE","California","Humboldt","Eureka",1.02949,10,400468.131605025,4514647.15912931,1.01463786643314,4.12310562561766
40.71528,-124.20139,3,"2016-01-04","Humboldt Hill","170 meters SE of Donna Dr. & Humboldt Hill Rd., Eureka, CA","California","Humboldt","Not in a city",0.825897,10,398526.599984105,4507845.23384825,0.90878875433183,1.73205080756888
36.953256,-120.034203,95,"2016-01-04","Madera-City","28261 Avenue 14 Madera CA 93638","California","Madera","Madera",10.072,10,764079.379357311,4093797.84187987,3.17364144162506,9.74679434480896
37.30832,-120.480456,96,"2016-01-04","Merced-M Street","2334 'M' ST. MERCED, CA","California","Merced","Merced",14.8564,10,723289.972118263,4132052.9734521,3.854400083022,9.79795897113271
39.32783,-120.184592,53,"2016-01-04","Truckee-Fire Station","FS-10049 DONNER PASS RD, TRUCKEE","California","Nevada","Truckee",3.52124,10,742681.540213183,4356937.68902572,1.87649673594174,7.28010988928052
39.939567,-120.944376,88,"2016-01-04","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",2.39445,10,675628.73579863,4423072.84655483,1.54740104691706,9.38083151964686
39.81336,-120.47069,122,"2016-01-04","Portola","420 Gulling Street, Portola, CA 96122","California","Plumas","Portola",3.66727,10,716500.607730402,4410103.17027321,1.91501174931122,11.0453610171873
38.613779,-121.368014,68,"2016-01-04","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",13.536,10,642085.859705504,4275181.66998176,3.67913033202141,8.24621125123532
38.56844,-121.49311,61,"2016-01-04","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","California","Sacramento","Sacramento",18.1363,10,631276.580587711,4269964.07916902,4.25867350239485,7.81024967590665
38.556326,-121.458499,62,"2016-01-04","Sacramento Health Department-Stockton Blvd.","HLTH CTR-2221 STOCKTON BLVD, SACRAMENTO","California","Sacramento","Sacramento",18.1363,10,634314.519536776,4268669.78944965,4.25867350239485,7.87400787401181
37.348497,-121.894898,45,"2016-01-04","San Jose - Jackson","158B JACKSON ST","California","Santa Clara","San Jose",5.67005,10,597878.676765947,4134106.09860296,2.38118667894812,6.70820393249937
39.76168,-121.84047,21,"2016-01-05","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",1.87339,10,599321.609747591,4401949.42741385,1.36871837863017,4.58257569495584
39.939567,-120.944376,69,"2016-01-05","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",0.0998063,10,675628.73579863,4423072.84655483,0.315921350972042,8.30662386291807
38.613779,-121.368014,22,"2016-01-05","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",4.52343,10,642085.859705504,4275181.66998176,2.12683567771467,4.69041575982343
39.138773,-121.618549,19,"2016-01-05","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",3.35242,10,619390.621721222,4333085.14464686,1.83096149604518,4.35889894354067
39.76168,-121.84047,10,"2016-01-06","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",1.68272,10,599321.609747591,4401949.42741385,1.29719697810317,3.16227766016838
39.939567,-120.944376,70,"2016-01-06","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",0.561873,10,675628.73579863,4423072.84655483,0.749581883452368,8.36660026534076
38.613779,-121.368014,4,"2016-01-06","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",2.78338,10,642085.859705504,4275181.66998176,1.66834648679463,2
39.138773,-121.618549,4,"2016-01-06","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",3.07297,10,619390.621721222,4333085.14464686,1.75298887617691,2
39.76168,-121.84047,21,"2016-01-07","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",6.80155,10,599321.609747591,4401949.42741385,2.6079781440802,4.58257569495584
40.77678,-124.17949,28,"2016-01-07","Jacobs","717 SOUTH AVENUE","California","Humboldt","Eureka",2.3862,10,400468.131605025,4514647.15912931,1.54473298663555,5.29150262212918
40.71528,-124.20139,5,"2016-01-07","Humboldt Hill","170 meters SE of Donna Dr. & Humboldt Hill Rd., Eureka, CA","California","Humboldt","Not in a city",1.56792,10,398526.599984105,4507845.23384825,1.25216612316417,2.23606797749979
39.0327,-122.92229,9,"2016-01-07","Lakeport-Lakeport Blvd.","905 LAKEPORT BLVD., LAKEPORT","California","Lake","Lakeport",1.70637,10,506725.947181897,4320408.22002866,1.30628098049386,3
36.953256,-120.034203,15,"2016-01-07","Madera-City","28261 Avenue 14 Madera CA 93638","California","Madera","Madera",3.09761,10,764079.379357311,4093797.84187987,1.7600028409068,3.87298334620742
37.30832,-120.480456,23,"2016-01-07","Merced-M Street","2334 'M' ST. MERCED, CA","California","Merced","Merced",5.44924,10,723289.972118263,4132052.9734521,2.33436072619465,4.79583152331272
36.694261,-121.623271,13,"2016-01-07","Salinas 3","867 E. LAUREL Dr","California","Monterey","Salinas",3.70957,10,622988.053492533,4061839.65786739,1.92602440275299,3.60555127546399
39.233477,-121.055608,4,"2016-01-07","Grass Valley-Litton Building","200 LITTON DR.,  GRASS VALLEY, CA","California","Nevada","Grass Valley",1.19278,10,667820.090884225,4344487.72012818,1.09214467906043,2
38.74643,-121.26498,23,"2016-01-07","Roseville-N Sunrise Ave"," 151 NO SUNRISE BLVD, ROSEVILLE, CA","California","Placer","Roseville",12.7522,10,650778.2329904,4290067.32619088,3.57102226260213,4.79583152331272
39.939567,-120.944376,47,"2016-01-07","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",0.775865,10,675628.73579863,4423072.84655483,0.880831993061106,6.85565460040104
39.81336,-120.47069,70,"2016-01-07","Portola","420 Gulling Street, Portola, CA 96122","California","Plumas","Portola",1.1298,10,716500.607730402,4410103.17027321,1.06292050502378,8.36660026534076
38.613779,-121.368014,37,"2016-01-07","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",11.139,10,642085.859705504,4275181.66998176,3.33751404491427,6.08276253029822
38.56844,-121.49311,18,"2016-01-07","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","California","Sacramento","Sacramento",9.80903,10,631276.580587711,4269964.07916902,3.13193710026239,4.24264068711928
38.556326,-121.458499,21,"2016-01-07","Sacramento Health Department-Stockton Blvd.","HLTH CTR-2221 STOCKTON BLVD, SACRAMENTO","California","Sacramento","Sacramento",9.80903,10,634314.519536776,4268669.78944965,3.13193710026239,4.58257569495584
37.348497,-121.894898,26,"2016-01-07","San Jose - Jackson","158B JACKSON ST","California","Santa Clara","San Jose",15.2875,10,597878.676765947,4134106.09860296,3.90992327290447,5.09901951359278
40.55013,-122.38092,20,"2016-01-07","Redding - Health Department","HLTH CTR-2630 BRESLAUER WAY, REDDING","California","Shasta","Redding",6.54481,10,552418.128644166,4489003.28639604,2.55828262707622,4.47213595499958
41.726892,-122.633579,33,"2016-01-07","Yreka","530 FOOTHILL DR., YREKA","California","Siskiyou","Yreka",2.44349,10,530475.552102494,4619518.94104077,1.56316665778157,5.74456264653803
39.138773,-121.618549,32,"2016-01-07","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",8.86539,10,619390.621721222,4333085.14464686,2.97748047852543,5.65685424949238
38.66121,-121.73269,28,"2016-01-07","Woodland-Gibson Road","41929 E. GIBSON ROAD, WOODLAND","California","Yolo","Woodland",5.44859,10,610261.987341774,4279943.64964958,2.33422149763042,5.29150262212918
39.76168,-121.84047,39,"2016-01-08","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",6.49796,10,599321.609747591,4401949.42741385,2.54910964848513,6.2449979983984
39.939567,-120.944376,44,"2016-01-08","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",0.911236,10,675628.73579863,4423072.84655483,0.954586821614462,6.6332495807108
38.613779,-121.368014,61,"2016-01-08","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",18.1638,10,642085.859705504,4275181.66998176,4.26190098430266,7.81024967590665
39.138773,-121.618549,48,"2016-01-08","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",12.0415,10,619390.621721222,4333085.14464686,3.47008645425442,6.92820323027551
39.939567,-120.944376,61,"2016-01-09","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",0.902574,10,675628.73579863,4423072.84655483,0.950038946570087,7.81024967590665
38.613779,-121.368014,58,"2016-01-09","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",9.6393,10,642085.859705504,4275181.66998176,3.10472220979591,7.61577310586391
39.138773,-121.618549,42,"2016-01-09","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",8.14172,10,619390.621721222,4333085.14464686,2.85336993745991,6.48074069840786
39.76168,-121.84047,19,"2016-01-10","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",6.7072,10,599321.609747591,4401949.42741385,2.58982624899818,4.35889894354067
40.77678,-124.17949,22,"2016-01-10","Jacobs","717 SOUTH AVENUE","California","Humboldt","Eureka",1.85208,10,400468.131605025,4514647.15912931,1.36091145928014,4.69041575982343
40.71528,-124.20139,3,"2016-01-10","Humboldt Hill","170 meters SE of Donna Dr. & Humboldt Hill Rd., Eureka, CA","California","Humboldt","Not in a city",1.04561,10,398526.599984105,4507845.23384825,1.02255073223777,1.73205080756888
36.953256,-120.034203,55,"2016-01-10","Madera-City","28261 Avenue 14 Madera CA 93638","California","Madera","Madera",4.83659,10,764079.379357311,4093797.84187987,2.19922486344621,7.41619848709566
37.30832,-120.480456,56,"2016-01-10","Merced-M Street","2334 'M' ST. MERCED, CA","California","Merced","Merced",7.46075,10,723289.972118263,4132052.9734521,2.73143735055373,7.48331477354788
39.32783,-120.184592,27,"2016-01-10","Truckee-Fire Station","FS-10049 DONNER PASS RD, TRUCKEE","California","Nevada","Truckee",2.46565,10,742681.540213183,4356937.68902572,1.57023883533684,5.19615242270663
39.939567,-120.944376,54,"2016-01-10","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",1.05511,10,675628.73579863,4423072.84655483,1.02718547497519,7.34846922834953
39.81336,-120.47069,83,"2016-01-10","Portola","420 Gulling Street, Portola, CA 96122","California","Plumas","Portola",1.86976,10,716500.607730402,4410103.17027321,1.36739167761106,9.1104335791443
38.613779,-121.368014,48,"2016-01-10","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",12.6681,10,642085.859705504,4275181.66998176,3.55922744426371,6.92820323027551
38.56844,-121.49311,33,"2016-01-10","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","California","Sacramento","Sacramento",12.4736,10,631276.580587711,4269964.07916902,3.53179840874306,5.74456264653803
38.556326,-121.458499,33,"2016-01-10","Sacramento Health Department-Stockton Blvd.","HLTH CTR-2221 STOCKTON BLVD, SACRAMENTO","California","Sacramento","Sacramento",12.4736,10,634314.519536776,4268669.78944965,3.53179840874306,5.74456264653803
37.348497,-121.894898,43,"2016-01-10","San Jose - Jackson","158B JACKSON ST","California","Santa Clara","San Jose",17.9076,10,597878.676765947,4134106.09860296,4.23173723191788,6.557438524302
39.138773,-121.618549,23,"2016-01-10","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",9.13474,10,619390.621721222,4333085.14464686,3.02237323969096,4.79583152331272
39.76168,-121.84047,40,"2016-01-11","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",7.91821,10,599321.609747591,4401949.42741385,2.81393141352095,6.32455532033676
39.939567,-120.944376,63,"2016-01-11","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",1.49231,10,675628.73579863,4423072.84655483,1.22160140798871,7.93725393319377
38.613779,-121.368014,45,"2016-01-11","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",14.8002,10,642085.859705504,4275181.66998176,3.8471028060087,6.70820393249937
39.138773,-121.618549,29,"2016-01-11","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",10.4567,10,619390.621721222,4333085.14464686,3.23368211177289,5.3851648071345
39.76168,-121.84047,44,"2016-01-12","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",5.21021,10,599321.609747591,4401949.42741385,2.28258844297434,6.6332495807108
39.939567,-120.944376,61,"2016-01-12","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",1.4258,10,675628.73579863,4423072.84655483,1.19406867474195,7.81024967590665
38.613779,-121.368014,57,"2016-01-12","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",12.0466,10,642085.859705504,4275181.66998176,3.47082122847029,7.54983443527075
39.138773,-121.618549,40,"2016-01-12","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",11.9374,10,619390.621721222,4333085.14464686,3.4550542687489,6.32455532033676
39.76168,-121.84047,17,"2016-01-13","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",2.82482,10,599321.609747591,4401949.42741385,1.68072008377362,4.12310562561766
39.18919,-121.99887,36,"2016-01-13","Colusa-Sunrise Blvd","100 SUNRISE BLVD., COLUSA","California","Colusa","Colusa",1.60781,10,586459.165362198,4338248.86294064,1.26799447948325,6
40.77678,-124.17949,10,"2016-01-13","Jacobs","717 SOUTH AVENUE","California","Humboldt","Eureka",3.23916,10,400468.131605025,4514647.15912931,1.79976665154125,3.16227766016838
40.71528,-124.20139,11,"2016-01-13","Humboldt Hill","170 meters SE of Donna Dr. & Humboldt Hill Rd., Eureka, CA","California","Humboldt","Not in a city",2.36851,10,398526.599984105,4507845.23384825,1.53899642624666,3.3166247903554
39.0327,-122.92229,8,"2016-01-13","Lakeport-Lakeport Blvd.","905 LAKEPORT BLVD., LAKEPORT","California","Lake","Lakeport",1.27054,10,506725.947181897,4320408.22002866,1.12718232775359,2.82842712474619
36.953256,-120.034203,33,"2016-01-13","Madera-City","28261 Avenue 14 Madera CA 93638","California","Madera","Madera",6.50724,10,764079.379357311,4093797.84187987,2.55092924245264,5.74456264653803
37.30832,-120.480456,35,"2016-01-13","Merced-M Street","2334 'M' ST. MERCED, CA","California","Merced","Merced",8.19776,10,723289.972118263,4132052.9734521,2.86317306497529,5.91607978309962
36.694261,-121.623271,15,"2016-01-13","Salinas 3","867 E. LAUREL Dr","California","Monterey","Salinas",3.9335,10,622988.053492533,4061839.65786739,1.98330532193104,3.87298334620742
39.233477,-121.055608,9,"2016-01-13","Grass Valley-Litton Building","200 LITTON DR.,  GRASS VALLEY, CA","California","Nevada","Grass Valley",1.23435,10,667820.090884225,4344487.72012818,1.11101305122847,3
39.32783,-120.184592,4,"2016-01-13","Truckee-Fire Station","FS-10049 DONNER PASS RD, TRUCKEE","California","Nevada","Truckee",0.573069,10,742681.540213183,4356937.68902572,0.757013209924371,2
38.74643,-121.26498,23,"2016-01-13","Roseville-N Sunrise Ave"," 151 NO SUNRISE BLVD, ROSEVILLE, CA","California","Placer","Roseville",6.5193,10,650778.2329904,4290067.32619088,2.55329199270275,4.79583152331272
38.74643,-121.26498,23,"2016-01-13","Roseville-N Sunrise Ave"," 151 NO SUNRISE BLVD, ROSEVILLE, CA","California","Placer","Roseville",6.5193,10,650778.2329904,4290067.32619088,2.55329199270275,4.79583152331272
39.939567,-120.944376,25,"2016-01-13","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",0.239019,10,675628.73579863,4423072.84655483,0.488895694397077,5
39.81336,-120.47069,54,"2016-01-13","Portola","420 Gulling Street, Portola, CA 96122","California","Plumas","Portola",0.386273,10,716500.607730402,4410103.17027321,0.621508648371042,7.34846922834953
39.81336,-120.47069,52,"2016-01-13","Portola","420 Gulling Street, Portola, CA 96122","California","Plumas","Portola",0.386273,10,716500.607730402,4410103.17027321,0.621508648371042,7.21110255092798
38.613779,-121.368014,32,"2016-01-13","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",7.96502,10,642085.859705504,4275181.66998176,2.82223670162515,5.65685424949238
38.613779,-121.368014,33,"2016-01-13","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",7.96502,10,642085.859705504,4275181.66998176,2.82223670162515,5.74456264653803
38.56844,-121.49311,43,"2016-01-13","Sacramento-1309 T Street","1309 T ST., SACRAMENTO, CA. 95814","California","Sacramento","Sacramento",7.22562,10,631276.580587711,4269964.07916902,2.68805133879545,6.557438524302
38.556326,-121.458499,38,"2016-01-13","Sacramento Health Department-Stockton Blvd.","HLTH CTR-2221 STOCKTON BLVD, SACRAMENTO","California","Sacramento","Sacramento",7.22562,10,634314.519536776,4268669.78944965,2.68805133879545,6.16441400296898
37.348497,-121.894898,25,"2016-01-13","San Jose - Jackson","158B JACKSON ST","California","Santa Clara","San Jose",9.15875,10,597878.676765947,4134106.09860296,3.02634267722609,5
40.55013,-122.38092,29,"2016-01-13","Redding - Health Department","HLTH CTR-2630 BRESLAUER WAY, REDDING","California","Shasta","Redding",3.22842,10,552418.128644166,4489003.28639604,1.79678045403438,5.3851648071345
41.726892,-122.633579,15,"2016-01-13","Yreka","530 FOOTHILL DR., YREKA","California","Siskiyou","Yreka",0.671624,10,530475.552102494,4619518.94104077,0.819526692670837,3.87298334620742
37.642165,-120.994212,60,"2016-01-13","Modesto-14th Street","814 14TH ST., MODESTO","California","Stanislaus","Modesto",10.4527,10,676964.350007678,4168005.89209749,3.23306356262911,7.74596669241483
39.138773,-121.618549,25,"2016-01-13","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",5.22774,10,619390.621721222,4333085.14464686,2.28642515731436,5
38.66121,-121.73269,39,"2016-01-13","Woodland-Gibson Road","41929 E. GIBSON ROAD, WOODLAND","California","Yolo","Woodland",4.14938,10,610261.987341774,4279943.64964958,2.0370027000473,6.2449979983984
39.76168,-121.84047,26,"2016-01-14","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",3.83155,10,599321.609747591,4401949.42741385,1.95743454552125,5.09901951359278
39.939567,-120.944376,42,"2016-01-14","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",0.82318,10,675628.73579863,4423072.84655483,0.907292676042301,6.48074069840786
38.613779,-121.368014,30,"2016-01-14","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",11.6205,10,642085.859705504,4275181.66998176,3.40888544835405,5.47722557505166
39.138773,-121.618549,25,"2016-01-14","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",10.7123,10,619390.621721222,4333085.14464686,3.2729650166172,5
39.76168,-121.84047,34,"2016-01-15","Chico-East Avenue","984 East Avenue, Chico","California","Butte","Chico",8.88383,10,599321.609747591,4401949.42741385,2.98057544779527,5.8309518948453
39.939567,-120.944376,43,"2016-01-15","Quincy-N Church Street","267 N. CHURCH ST., QUINCY, CA. 95971","California","Plumas","Quincy",0.77692,10,675628.73579863,4423072.84655483,0.881430655241806,6.557438524302
38.613779,-121.368014,39,"2016-01-15","Sacramento-Del Paso Manor","DEL PASO-2701 AVALON DR, SACRAMENTO","California","Sacramento","Arden-Arcade",13.8384,10,642085.859705504,4275181.66998176,3.72,6.2449979983984
39.138773,-121.618549,28,"2016-01-15","Yuba City","773 ALMOND ST, YUBA CITY","California","Sutter","Yuba City",11.635,10,619390.621721222,4333085.14464686,3.41101158016211,5.29150262212918
